,avg_impact,fmd,population,no_of_people,state,county,mental_health_score,mental_health_score_scaled
46,-0.02084898669911251,19.0,12292.0,2335.48,AL,CONECUH COUNTY,-0.3961307472831377,19.685739678521703
47,0.6913961056416438,18.0,10643.0,1915.74,AL,COOSA COUNTY,12.445129901549588,21.72989758584201
48,-1.2615288422128796,18.0,36953.0,6651.54,AL,COVINGTON COUNTY,-22.707519159831833,16.134063383332425
49,-0.9420200166603929,18.0,13825.0,2488.5,AL,CRENSHAW COUNTY,-16.956360299887073,17.049571383777845
50,1.1045478125110129,17.0,83418.0,14181.060000000001,AL,CULLMAN COUNTY,18.777312812687217,22.737896887653324
51,0.5922301193325482,17.0,49143.0,8354.310000000001,AL,DALE COUNTY,10.06791202865332,21.351476117327874
52,0.20849900939225496,19.0,38294.0,7275.86,AL,DALLAS COUNTY,3.9614811784528445,20.379413541129278
53,-0.1593199492060209,19.0,71407.0,13567.33,AL,DEKALB COUNTY,-3.0270790349143972,19.266927702580606
54,0.9288566314229514,16.0,81011.0,12961.76,AL,ELMORE COUNTY,14.861706102767222,22.11458437676157
55,0.6092410371229291,19.0,36524.0,6939.56,AL,ESCAMBIA COUNTY,11.575579705335652,21.59147675956868
56,-1.1098043655863785,17.0,102611.0,17443.870000000003,AL,ETOWAH COUNTY,-18.866674214968434,16.745474815554026
57,0.915925585629779,18.0,16445.0,2960.1,AL,FAYETTE COUNTY,16.486660541336022,22.37325551158801
58,0.11701270761998743,18.0,31298.0,5633.639999999999,AL,FRANKLIN COUNTY,2.106228737159774,20.084082027218358
59,0.08938384136389015,19.0,26306.0,4998.14,AL,GENEVA COUNTY,1.6982929859139129,20.019144081140322
60,0.19443589397892375,20.0,8209.0,1641.8000000000002,AL,GREENE COUNTY,3.8887178795784747,20.367830591695864
61,0.6833161339992735,19.0,14749.0,2802.31,AL,HALE COUNTY,12.983006545986196,21.815520393910152
62,0.8576797705349569,17.0,17173.0,2919.4100000000003,AL,HENRY COUNTY,14.580556099094268,22.06982903545453
63,0.651497967010274,17.0,104770.0,17810.9,AL,HOUSTON COUNTY,11.075465439174657,21.51186521988471
64,0.9929293485162605,19.0,51621.0,9807.99,AL,JACKSON COUNTY,18.86565762180895,22.751960206285
65,-1.7429611115351473,15.0,659429.0,98914.34999999999,AL,JEFFERSON COUNTY,-26.14441667302721,15.586955009756466
66,0.281357334860901,19.0,13882.0,2637.58,AL,LAMAR COUNTY,5.345789362357118,20.599776992793455
67,0.2984283964746229,16.0,92604.0,14816.64,AL,LAUDERDALE COUNTY,4.774854343593966,20.508891731206862
68,0.944564200189813,18.0,32941.0,5929.38,AL,LAWRENCE COUNTY,17.002155603416636,22.455315469418743
69,1.6753430641514504,16.0,163656.0,26184.96,AL,LEE COUNTY,26.805489026423206,24.015875766632078
70,0.16601654145809722,16.0,96177.0,15388.32,AL,LIMESTONE COUNTY,2.6562646633295555,20.171640431220723
71,0.5340462323461377,19.0,9974.0,1895.06,AL,LOWNDES COUNTY,10.146878414576616,21.364046515718805
72,1.2091865422797703,18.0,18321.0,3297.7799999999997,AL,MACON COUNTY,21.765357761035865,23.213553902617086
73,0.7482245596444476,14.0,367004.0,51380.560000000005,AL,MADISON COUNTY,10.475143835022266,21.416302004743926
74,0.28879850240388977,18.0,19056.0,3430.08,AL,MARENGO COUNTY,5.198373043270016,20.57631027542273
75,0.923373208167084,18.0,29750.0,5355.0,AL,MARION COUNTY,16.62071774700751,22.39459563577835
76,1.1267548078397749,18.0,96170.0,17310.6,AL,MARSHALL COUNTY,20.28158654111595,22.977357258471457
77,-0.967280357262898,17.0,413908.0,70364.36,AL,MOBILE COUNTY,-16.443766073469266,17.131169567151993
78,1.3249233465525132,19.0,21062.0,4001.78,AL,MONROE COUNTY,25.17354358449775,23.756091757051173
79,0.80334838003292,16.0,226504.0,36240.64,AL,MONTGOMERY COUNTY,12.85357408052672,21.794916466852804
80,0.3110406079976422,16.0,119203.0,19072.48,AL,MORGAN COUNTY,4.9766497279622754,20.541014872532145
81,-1.777266178524601,21.0,9070.0,1904.6999999999998,AL,PERRY COUNTY,-37.32258974901662,13.807538525070767
82,-2.489352771832375,18.0,19980.0,3596.4,AL,PICKENS COUNTY,-44.808349892982754,12.615905070299132
83,0.7293860909633392,17.0,33242.0,5651.14,AL,PIKE COUNTY,12.399563546376767,21.722644028128208
84,0.32744344785367596,18.0,22727.0,4090.8599999999997,AL,RANDOLPH COUNTY,5.8939820613661675,20.687041979546642
85,1.6815273857345072,18.0,57784.0,10401.119999999999,AL,RUSSELL COUNTY,30.26749294322113,24.566980745747944
86,0.5364098385216755,14.0,215583.0,30181.620000000003,AL,SHELBY COUNTY,7.509737739303456,20.944248794023494
87,1.965501499175042,17.0,88654.0,15071.18,AL,ST. CLAIR COUNTY,33.41352548597571,25.06778728451588
88,0.2135410531597134,18.0,12634.0,2274.12,AL,SUMTER COUNTY,3.843738956874841,20.36067054541834
89,0.7133539442361475,18.0,80137.0,14424.66,AL,TALLADEGA COUNTY,12.840370996250655,21.79281471143626
90,0.002718112265014077,18.0,40535.0,7296.3,AL,TALLAPOOSA COUNTY,0.04892602077025339,19.756586796768264
91,0.7283784199236302,16.0,208319.0,33331.04,AL,TUSCALOOSA COUNTY,11.654054718778083,21.60396893799588
92,0.7899406443817193,19.0,63669.0,12097.11,AL,WALKER COUNTY,15.008872243252666,22.13801126902627
93,0.9324651911279406,19.0,16402.0,3116.38,AL,WASHINGTON COUNTY,17.71683863143087,22.569083502238456
94,-0.07344448731907742,20.0,10599.0,2119.8,AL,WILCOX COUNTY,-1.4688897463815485,19.514970713493696
95,0.9507095205701348,19.0,23693.0,4501.67,AL,WINSTON COUNTY,18.06348089083256,22.624264339614555
96,0.3789120793201921,17.0,17726.0,3013.42,AR,ARKANSAS COUNTY,6.441505348443266,20.7742004048234
97,0.013128600452583478,18.0,20012.0,3602.16,AR,ASHLEY COUNTY,0.2363148081465026,19.78641659945926
98,0.00302565595431819,16.0,41624.0,6659.84,AR,BAXTER COUNTY,0.04841049526909104,19.756504731964935
99,-0.38559923855340844,14.0,272266.0,38117.240000000005,AR,BENTON COUNTY,-5.398389339747718,18.8894466403318
100,0.06723597132255757,17.0,37385.0,6355.450000000001,AR,BOONE COUNTY,1.1430115124834788,19.930750655779512
101,-0.1857815266011925,17.0,10838.0,1842.46,AR,BRADLEY COUNTY,-3.158285952220272,19.24604130638941
102,0.3876019826130941,17.0,5227.0,888.59,AR,CALHOUN COUNTY,6.5892337044225995,20.797716794317296
103,0.06226461686947725,16.0,28097.0,4495.52,AR,CARROLL COUNTY,0.996233869911636,19.90738560721566
104,-0.32504564408627745,18.0,10442.0,1879.56,AR,CHICOT COUNTY,-5.850821593552994,18.817425442847046
105,13.918929438901257,16.0,22313.0,3570.08,AR,CLARK COUNTY,222.7028710224201,55.20013355730814
106,-0.30392049077435834,18.0,14763.0,2657.3399999999997,AR,CLAY COUNTY,-5.47056883393845,18.877956624839452
107,0.9357611402379085,16.0,24994.0,3999.04,AR,CLEBURNE COUNTY,14.972178243806535,22.132170072342372
108,0.6451596197952411,17.0,7995.0,1359.15,AR,CLEVELAND COUNTY,10.967713536519097,21.4947125500756
109,1.9052689501213707,17.0,23586.0,4009.6200000000003,AR,COLUMBIA COUNTY,32.3895721520633,24.904787532273147
110,-0.002155707536489204,17.0,20825.0,3540.2500000000005,AR,CONWAY COUNTY,-0.03664702812031647,19.74296470550115
111,0.05915309521195825,16.0,108816.0,17410.56,AR,CRAIGHEAD COUNTY,0.946449523391332,19.89946060137836
112,4.524470645856557,17.0,63379.0,10774.43,AR,CRAWFORD COUNTY,76.91600097956146,31.992802802856332
113,6.361369249925717,17.0,48363.0,8221.710000000001,AR,CRITTENDEN COUNTY,108.14327724873719,36.96376986406257
114,-0.0096224208096417,17.0,16630.0,2827.1000000000004,AR,CROSS COUNTY,-0.16358115376390892,19.722758480914727
115,2.2484973441987073,17.0,7152.0,1215.8400000000001,AR,DALLAS COUNTY,38.22445485137803,25.833623254424374
116,0.3120532944439533,19.0,11507.0,2186.33,AR,DESHA COUNTY,5.929012594435113,20.69261837450729
117,-0.07726558580659094,17.0,18328.0,3115.76,AR,DREW COUNTY,-1.313514958712046,19.539704313215598
118,2.126110519259708,15.0,125138.0,18770.7,AR,FAULKNER COUNTY,31.891657788895618,24.825526187887146
119,5.630174505717003,18.0,17764.0,3197.52,AR,FRANKLIN COUNTY,101.34314110290605,35.881278631037176
120,4.437979541570733,19.0,12308.0,2338.52,AR,FULTON COUNTY,84.32161128984391,33.171677470093364
121,15.926277653938634,16.0,98966.0,15834.56,AR,GARLAND COUNTY,254.82044246301814,60.312823768933995
122,8.429422833209635,15.0,18180.0,2727.0,AR,GRANT COUNTY,126.44134249814454,39.876578488630045
123,0.14240839375191605,17.0,45339.0,7707.63,AR,GREENE COUNTY,2.420942693782573,20.134180303436512
124,5.7371049196059225,17.0,21685.0,3686.4500000000003,AR,HEMPSTEAD COUNTY,97.53078363330069,35.274402025994995
125,1.8628454993732007,17.0,33672.0,5724.240000000001,AR,HOT SPRING COUNTY,31.66837348934441,24.789982297065993
126,14.437981839611696,17.0,13302.0,2261.34,AR,HOWARD COUNTY,245.44569127339884,58.82048806315866
127,4.774719962384638,16.0,37768.0,6042.88,AR,INDEPENDENCE COUNTY,76.3955193981542,31.909949057469195
128,3.4403726565600117,17.0,13582.0,2308.94,AR,IZARD COUNTY,58.4863351615202,29.05904511804177
129,1.125400237142795,19.0,16753.0,3183.07,AR,JACKSON COUNTY,21.382604505713104,23.15262467496437
130,1.603600806437883,17.0,68067.0,11571.390000000001,AR,JEFFERSON COUNTY,27.26121370944401,24.08842107505884
131,6.067266511926459,18.0,26659.0,4798.62,AR,JOHNSON COUNTY,109.21079721467626,37.13370484469043
132,4.057602488667246,17.0,6679.0,1135.43,AR,LAFAYETTE COUNTY,68.97924230734318,30.729376380639536
133,0.3590634101003726,17.0,16432.0,2793.44,AR,LAWRENCE COUNTY,6.104077971706334,20.72048645421016
134,-0.29726961732006646,18.0,8976.0,1615.6799999999998,AR,LEE COUNTY,-5.350853111761197,18.89701377559836
135,-0.15100009692823305,17.0,13184.0,2241.28,AR,LINCOLN COUNTY,-2.567001647779962,19.340165903611563
136,7.573024020844212,17.0,12297.0,2090.4900000000002,AR,LITTLE RIVER COUNTY,128.7414083543516,40.24271838220432
137,6.22097711809719,17.0,21673.0,3684.4100000000003,AR,LOGAN COUNTY,105.75661100765224,36.58384434099551
138,6.32485094422158,16.0,73391.0,11742.56,AR,LONOKE COUNTY,101.19761510754527,35.8581128280625
139,3.9633857444491607,18.0,16362.0,2945.16,AR,MADISON COUNTY,71.3409434000849,31.105327784125286
140,4.335579515221962,17.0,16665.0,2833.05,AR,MARION COUNTY,73.70485175877336,31.48163055499326
141,14.121616772631441,17.0,43362.0,7371.540000000001,AR,MILLER COUNTY,240.0674851347345,57.964349175692924
142,-0.1174240910458015,18.0,41236.0,7422.48,AR,MISSISSIPPI COUNTY,-2.113633638824427,19.412336060870754
143,2.7052010634360952,19.0,6880.0,1307.2,AR,MONROE COUNTY,51.39882020528581,27.930807000520616
144,4.579938463240377,18.0,8910.0,1603.8,AR,MONTGOMERY COUNTY,82.43889233832678,32.87197365305766
145,-6.621055903721033,17.0,8308.0,1412.3600000000001,AR,NEVADA COUNTY,-112.55795036325756,1.8310697409350531
146,3.3242204988655835,17.0,7800.0,1326.0,AR,NEWTON COUNTY,56.51174848071492,28.74471718033852
147,3.3727259408140933,17.0,23620.0,4015.4,AR,OUACHITA COUNTY,57.336340993839585,28.87598134139845
148,2.717020610932304,18.0,10380.0,1868.3999999999999,AR,PERRY COUNTY,48.906370996781476,27.53404223594733
149,1.189265209624926,19.0,18054.0,3430.26,AR,PHILLIPS COUNTY,22.596038982873594,23.345787305124684
150,7.152568432839386,17.0,10666.0,1813.22,AR,PIKE COUNTY,121.59366335826957,39.104892443395244
151,0.0028447675048474193,18.0,23903.0,4302.54,AR,POINSETT COUNTY,0.051205815087253546,19.756949709702404
152,6.84759751618159,18.0,20019.0,3603.42,AR,POLK COUNTY,123.25675529126863,39.36963456010865
153,2.3823831128503525,16.0,63594.0,10175.04,AR,POPE COUNTY,38.11812980560564,25.816697721253956
154,-0.5715588052861362,17.0,8082.0,1373.94,AR,PRAIRIE COUNTY,-9.716499689864316,18.202060903194315
155,4.137979291536903,15.0,391918.0,58787.7,AR,PULASKI COUNTY,62.06968937305354,29.629467450128086
156,1.1475097676332244,18.0,17970.0,3234.6,AR,RANDOLPH COUNTY,20.65517581739804,23.036827702541256
157,0.011139030005041729,14.0,121074.0,16950.36,AR,SALINE COUNTY,0.1559464200705842,19.77362302097217
158,6.155996999107391,19.0,10339.0,1964.41,AR,SCOTT COUNTY,116.96394298304043,38.367902534653936
159,2.9363054180989567,18.0,7930.0,1427.3999999999999,AR,SEARCY COUNTY,52.85349752578122,28.162372282824933
160,7.880497720972741,16.0,127570.0,20411.2,AR,SEBASTIAN COUNTY,126.08796353556386,39.82032525770559
161,-0.45627676611554174,17.0,17061.0,2900.3700000000003,AR,SEVIER COUNTY,-7.7567050239642095,18.514034148857544
162,6.468219124534159,19.0,17290.0,3285.1,AR,SHARP COUNTY,122.89616336614903,39.312233121479956
163,2.6811427283069897,17.0,25509.0,4336.530000000001,AR,ST. FRANCIS COUNTY,45.57942638121882,27.00443690130775
164,0.10113252160008784,18.0,12454.0,2241.72,AR,STONE COUNTY,1.820385388801581,20.03857956785862
165,3.8130312150668906,16.0,39139.0,6262.24,AR,UNION COUNTY,61.00849944107025,29.46054012671693
166,2.508395173273259,17.0,16635.0,2827.9500000000003,AR,VAN BUREN COUNTY,42.6427179456454,26.53695197640535
167,0.8058300481913675,15.0,236611.0,35491.65,AR,WASHINGTON COUNTY,12.087450722870512,21.672959817707294
168,0.1321600075496694,16.0,78381.0,12540.960000000001,AR,WHITE COUNTY,2.1145601207947102,20.08540827268615
169,0.5326278235207317,18.0,6466.0,1163.8799999999999,AR,WOODRUFF COUNTY,9.58730082337317,21.274969205546633
170,5.14308862641617,17.0,21462.0,3648.5400000000004,AR,YELL COUNTY,87.4325066490749,33.66689063656671
171,5.2360424867907955,20.0,71731.0,14346.2,AZ,APACHE COUNTY,104.7208497358159,36.418964922080136
172,0.17989997084948253,14.0,126411.0,17697.54,AZ,COCHISE COUNTY,2.5185995918927553,20.149725982784936
173,8.03340194573722,14.0,142523.0,19953.22,AZ,COCONINO COUNTY,112.46762724032108,37.652148869134805
174,6.504128338859644,16.0,53801.0,8608.16,AZ,GILA COUNTY,104.0660534217543,36.31473005763208
175,4.17085855849816,15.0,37995.0,5699.25,AZ,GRAHAM COUNTY,62.562878377472394,29.707976580248257
176,10.296988761116957,13.0,9448.0,1228.24,AZ,GREENLEE COUNTY,133.86085389452043,41.05766602388957
177,4.496228490606076,16.0,21039.0,3366.2400000000002,AZ,LA PAZ COUNTY,71.93965584969722,31.20063484326495
178,2.808890429609671,13.0,4402403.0,572312.39,AZ,MARICOPA COUNTY,36.51557558492572,25.561592403193913
179,14.323171265015644,15.0,209292.0,31393.8,AZ,MOHAVE COUNTY,214.84756897523465,53.94967394642849
180,4.60467996276389,18.0,110242.0,19843.559999999998,AZ,NAVAJO COUNTY,82.88423932975002,32.94286697100475
181,2.1085413309020153,14.0,1036554.0,145117.56000000003,AZ,PIMA COUNTY,29.519578632628214,24.44792273471571
182,6.417807004252365,14.0,446806.0,62552.840000000004,AZ,PINAL COUNTY,89.84929805953311,34.0516116859351
183,7.333277444474508,14.0,46395.0,6495.3,AZ,SANTA CRUZ COUNTY,102.66588422264311,36.09184174329749
184,1.5483460957042423,14.0,231772.0,32448.08,AZ,YAVAPAI COUNTY,21.67684533985939,23.19946390237553
185,3.539845468280628,14.0,211612.0,29625.680000000004,AZ,YUMA COUNTY,49.557836555928795,27.637746888511863
186,0.009322715481482956,11.0,1666756.0,183343.16,CA,ALAMEDA COUNTY,0.10254987029631252,19.765123000418924
187,0.10821040013932041,16.0,1089.0,174.24,CA,ALPINE COUNTY,1.7313664022291266,20.02440892914331
188,4.622179404282964,14.0,39405.0,5516.700000000001,CA,AMADOR COUNTY,64.7105116599615,30.04985123543045
189,0.010717032654002702,15.0,230339.0,34550.85,CA,BUTTE COUNTY,0.16075548981004054,19.774388560914364
190,3.8674351177029562,14.0,45698.0,6397.72,CA,CALAVERAS COUNTY,54.144091647841385,28.36781770223476
191,0.0029268918497181474,15.0,21418.0,3212.7,CA,COLUSA COUNTY,0.043903377745772215,19.755787258799607
192,0.17977549924975605,12.0,1150519.0,138062.28,CA,CONTRA COSTA COUNTY,2.157305990997073,20.092212846704932
193,0.12533706746713924,16.0,27740.0,4438.400000000001,CA,DEL NORTE COUNTY,2.005393079474228,20.06803033162284
194,2.438525769179064,13.0,190746.0,24796.98,CA,EL DORADO COUNTY,31.70083499932783,24.795149737719274
195,0.22010543445334804,14.0,991950.0,138873.0,CA,FRESNO COUNTY,3.0814760823468728,20.23932843384266
196,0.0023416148124101414,15.0,27967.0,4195.05,CA,GLENN COUNTY,0.03512422218615212,19.754389733996742
197,0.09435354216387075,15.0,136244.0,20436.6,CA,HUMBOLDT COUNTY,1.4153031324580612,19.97409586021773
198,1.8081660706339062,15.0,181523.0,27228.45,CA,IMPERIAL COUNTY,27.122491059508594,24.066338274191803
199,0.2789695659163436,14.0,17946.0,2512.44,CA,INYO COUNTY,3.90557392282881,20.370513849596982
200,0.3589425807790588,15.0,893758.0,134063.69999999998,CA,KERN COUNTY,5.384138711685882,20.605881699162616
201,0.06472488195095324,15.0,151382.0,22707.3,CA,KINGS COUNTY,0.9708732292642986,19.90334853051956
202,3.1879597265836828,16.0,64317.0,10290.72,CA,LAKE COUNTY,51.007355625338924,27.86849104584782
203,-0.7400359525876923,15.0,30618.0,4592.7,CA,LASSEN COUNTY,-11.100539288815384,17.981740206682524
204,0.052403872865713755,13.0,10073906.0,1309607.78,CA,LOS ANGELES COUNTY,0.6812503472542788,19.857244419670014
205,0.18188762621921595,15.0,156882.0,23532.3,CA,MADERA COUNTY,2.7283143932882394,20.183109789973187
206,0.11586693066259783,11.0,259662.0,28562.82,CA,MARIN COUNTY,1.2745362372885762,19.951687642697763
207,1.2063436529695528,15.0,17405.0,2610.75,CA,MARIPOSA COUNTY,18.09515479454329,22.62930640382434
208,0.005328242064825335,15.0,87401.0,13110.15,CA,MENDOCINO COUNTY,0.07992363097238002,19.76152120404614
209,0.1090402011203397,15.0,274151.0,41122.65,CA,MERCED COUNTY,1.6356030168050955,20.009164671830916
210,-0.23365311510823245,16.0,8800.0,1408.0,CA,MODOC COUNTY,-3.738449841731719,19.153686931323104
211,0.009446963009489783,13.0,14403.0,1872.39,CA,MONO COUNTY,0.12281051912336718,19.76834822624681
212,0.3869433817111639,14.0,433950.0,60753.00000000001,CA,MONTEREY COUNTY,5.417207343956294,20.6111457856093
213,1.9795212881241309,12.0,138789.0,16654.68,CA,NAPA COUNTY,23.75425545748957,23.53015996367594
214,0.09434131343023867,13.0,99508.0,12936.04,CA,NEVADA COUNTY,1.2264370745931028,19.94403089571254
215,0.005298500226906557,12.0,3175973.0,381116.76,CA,ORANGE COUNTY,0.06358200272287869,19.758919834171465
216,1.1659832464475008,12.0,392330.0,47079.6,CA,PLACER COUNTY,13.99179895737001,21.976106728925664
217,-0.00032141723424186256,14.0,18741.0,2623.7400000000002,CA,PLUMAS COUNTY,-0.004499841279386076,19.74808211009063
218,0.3459505512413089,14.0,2445789.0,342410.46,CA,RIVERSIDE COUNTY,4.843307717378325,20.51978859788769
219,0.17093863535626388,13.0,1538746.0,200036.98,CA,SACRAMENTO COUNTY,2.2222022596314304,20.102543469555155
220,0.01902337953168403,13.0,61467.0,7990.71,CA,SAN BENITO COUNTY,0.2473039339118924,19.788165922126414
221,0.617638562887209,14.0,2166753.0,303345.42000000004,CA,SAN BERNARDINO COUNTY,8.646939880420925,21.125276250171122
222,-0.3113471742165405,12.0,3333861.0,400063.32,CA,SAN DIEGO COUNTY,-3.736166090598486,19.154050474129765
223,7.688192058614431,10.0,880696.0,88069.6,CA,SAN FRANCISCO COUNTY,76.8819205861443,31.987377657491447
224,0.01084792589805567,14.0,752491.0,105348.74,CA,SAN JOAQUIN COUNTY,0.15187096257277938,19.772974262341855
225,0.5052043599142033,13.0,283354.0,36836.020000000004,CA,SAN LUIS OBISPO COUNTY,6.567656678884643,20.79428201882476
226,0.0018617244617963537,10.0,768681.0,76868.1,CA,SAN MATEO COUNTY,0.018617244617963536,19.75176204270967
227,0.09810673277739124,13.0,445780.0,57951.4,CA,SANTA BARBARA COUNTY,1.275387526106086,19.951823156555424
228,0.15288066162396233,10.0,1932337.0,193233.7,CA,SANTA CLARA COUNTY,1.5288066162396232,19.992164105246427
229,0.1543759786861928,13.0,273841.0,35599.33,CA,SANTA CRUZ COUNTY,2.0068877229205064,20.068268258980822
230,-0.03780556833875597,15.0,179709.0,26956.35,CA,SHASTA COUNTY,-0.5670835250813396,19.65852626995762
231,0.13169857545112373,15.0,2997.0,449.55,CA,SIERRA COUNTY,1.975478631766856,20.063268349408133
232,0.06047527529148602,15.0,43550.0,6532.5,CA,SISKIYOU COUNTY,0.9071291293722903,19.893201317609346
233,4.429727833729048,13.0,445725.0,57944.25,CA,SOLANO COUNTY,57.586461838477625,28.915797253273034
234,2.0228773548332186,13.0,498643.0,64823.590000000004,CA,SONOMA COUNTY,26.29740561283184,23.934995644666365
235,0.0714868936779076,15.0,548126.0,82218.9,CA,STANISLAUS COUNTY,1.072303405168614,19.919494865508447
236,0.11539351147406235,15.0,96348.0,14452.199999999999,CA,SUTTER COUNTY,1.7309026721109353,20.024335109476077
237,0.06337889355486431,16.0,64018.0,10242.880000000001,CA,TEHAMA COUNTY,1.014062296877829,19.9102236556717
238,0.639009240339567,16.0,12567.0,2010.72,CA,TRINITY COUNTY,10.224147845433071,21.376346781432492
239,1.4131787185249096,16.0,464589.0,74334.24,CA,TULARE COUNTY,22.610859496398554,23.348146533765945
240,0.15828891280217847,14.0,54387.0,7614.18,CA,TUOLUMNE COUNTY,2.2160447792304985,20.101563280569437
