year,state,county,fmd,error,FIPS
2018,wisconsin,Marinette,11%,11-12%,55075
2018,wisconsin,Marathon,10%,10-11%,55073
2018,wisconsin,Manitowoc,11%,10-11%,55071
2018,wisconsin,Lincoln,11%,10-11%,55069
2018,wisconsin,Langlade,12%,11-12%,55067
2018,wisconsin,Lafayette,11%,11-11%,55065
2018,wisconsin,La Crosse,11%,11-11%,55063
2018,wisconsin,Kewaunee,10%,10-11%,55061
2018,wisconsin,Kenosha,11%,11-12%,55059
2018,wisconsin,Juneau,11%,11-12%,55057
2018,wisconsin,Jefferson,11%,10-11%,55055
2018,wisconsin,Jackson,11%,11-12%,55053
2018,wisconsin,Iron,11%,11-12%,55051
2018,wisconsin,Iowa,10%,10-11%,55049
2018,wisconsin,Green Lake,11%,11-12%,55047
2018,wisconsin,Green,10%,10-11%,55045
2018,wisconsin,Grant,11%,11-12%,55043
2018,wisconsin,Forest,13%,12-13%,55041
2018,wisconsin,Fond du Lac,11%,10-11%,55039
2018,wisconsin,Florence,11%,11-11%,55037
2018,wisconsin,Eau Claire,11%,11-11%,55035
2018,wisconsin,Dunn,11%,11-12%,55033
2018,wisconsin,Douglas,12%,11-12%,55031
2018,wisconsin,Door,10%,10-11%,55029
2018,wisconsin,Dodge,10%,10-10%,55027
2018,wisconsin,Dane,11%,10-11%,55025
2018,wisconsin,Crawford,11%,11-11%,55023
2018,wisconsin,Columbia,10%,10-11%,55021
2018,wisconsin,Clark,12%,11-12%,55019
2018,wisconsin,Chippewa,11%,10-11%,55017
2018,wisconsin,Calumet,10%,9-10%,55015
2018,wisconsin,Burnett,12%,12-13%,55013
2018,wisconsin,Buffalo,11%,10-11%,55011
2018,wisconsin,Brown,11%,10-11%,55009
2018,wisconsin,Bayfield,12%,12-12%,55007
2018,wisconsin,Barron,11%,11-12%,55005
2018,wisconsin,Ashland,13%,12-13%,55003
2018,wisconsin,Adams,11%,11-12%,55001
2018,west-virginia,Wyoming,17%,16-17%,54109
2018,west-virginia,Wood,14%,14-15%,54107
2018,west-virginia,Wirt,15%,15-16%,54105
2018,west-virginia,Wetzel,16%,15-16%,54103
2018,west-virginia,Webster,17%,16-17%,54101
2018,west-virginia,Wayne,16%,15-16%,54099
2018,west-virginia,Upshur,15%,14-15%,54097
2018,west-virginia,Tyler,15%,14-15%,54095
2018,west-virginia,Tucker,14%,14-15%,54093
2018,west-virginia,Taylor,15%,15-16%,54091
2018,west-virginia,Summers,17%,16-17%,54089
2018,west-virginia,Roane,16%,15-16%,54087
2018,west-virginia,Ritchie,15%,15-16%,54085
2018,west-virginia,Randolph,16%,15-16%,54083
2018,west-virginia,Raleigh,16%,16-17%,54081
2018,west-virginia,Putnam,14%,13-14%,54079
2018,west-virginia,Preston,15%,14-15%,54077
2018,west-virginia,Pocahontas,15%,15-16%,54075
2018,west-virginia,Pleasants,15%,14-15%,54073
2018,west-virginia,Pendleton,15%,15-15%,54071
2018,west-virginia,Ohio,15%,14-15%,54069
2018,west-virginia,Nicholas,16%,15-16%,54067
2018,west-virginia,Morgan,14%,14-15%,54065
2018,west-virginia,Monroe,15%,14-15%,54063
2018,west-virginia,Monongalia,14%,14-15%,54061
2018,west-virginia,Mingo,17%,16-17%,54059
2018,west-virginia,Mineral,15%,15-16%,54057
2018,west-virginia,Mercer,16%,16-17%,54055
2018,west-virginia,Mason,16%,15-16%,54053
2018,west-virginia,Marshall,15%,14-15%,54051
2018,west-virginia,Marion,14%,14-15%,54049
2018,west-virginia,McDowell,19%,19-20%,54047
2018,west-virginia,Logan,16%,16-17%,54045
2018,west-virginia,Lincoln,16%,16-17%,54043
2018,west-virginia,Lewis,15%,15-16%,54041
2018,west-virginia,Kanawha,15%,14-15%,54039
2018,west-virginia,Jefferson,13%,13-14%,54037
2018,west-virginia,Jackson,15%,14-15%,54035
2018,west-virginia,Harrison,15%,14-15%,54033
2018,west-virginia,Hardy,15%,14-15%,54031
2018,west-virginia,Hancock,14%,14-15%,54029
2018,west-virginia,Hampshire,15%,15-16%,54027
2018,west-virginia,Greenbrier,15%,15-15%,54025
2018,west-virginia,Grant,15%,15-16%,54023
2018,west-virginia,Gilmer,16%,15-16%,54021
2018,west-virginia,Fayette,16%,16-17%,54019
2018,west-virginia,Doddridge,14%,14-15%,54017
2018,west-virginia,Clay,16%,15-16%,54015
2018,west-virginia,Calhoun,15%,15-16%,54013
2018,west-virginia,Cabell,16%,15-16%,54011
2018,west-virginia,Brooke,14%,14-14%,54009
2018,west-virginia,Braxton,15%,15-16%,54007
2018,west-virginia,Boone,16%,16-17%,54005
2018,west-virginia,Berkeley,15%,14-15%,54003
2018,west-virginia,Barbour,16%,16-17%,54001
2018,washington,Yakima,13%,13-13%,53077
2018,washington,Whitman,13%,13-14%,53075
2018,washington,Whatcom,12%,12-12%,53073
2018,washington,Walla Walla,12%,11-12%,53071
2018,washington,Wahkiakum,12%,12-12%,53069
2018,washington,Thurston,11%,10-11%,53067
2018,washington,Stevens,13%,12-13%,53065
2018,washington,Spokane,12%,12-12%,53063
2018,washington,Snohomish,10%,10-10%,53061
2018,washington,Skamania,12%,12-13%,53059
2018,washington,Skagit,12%,11-12%,53057
2018,washington,San Juan,11%,11-11%,53055
2018,washington,Pierce,12%,11-12%,53053
2018,washington,Pend Oreille,13%,13-13%,53051
2018,washington,Pacific,14%,13-14%,53049
2018,washington,Okanogan,14%,13-14%,53047
2018,washington,Mason,12%,12-12%,53045
2018,washington,Lincoln,12%,12-12%,53043
2018,washington,Lewis,13%,12-13%,53041
2018,washington,Klickitat,12%,12-13%,53039
2018,washington,Kittitas,12%,12-12%,53037
2018,washington,Kitsap,11%,10-11%,53035
2018,washington,King,9%,9-9%,53033
2018,washington,Jefferson,11%,11-12%,53031
2018,washington,Island,10%,10-11%,53029
2018,washington,Grays Harbor,13%,12-13%,53027
2018,washington,Grant,12%,12-12%,53025
2018,washington,Garfield,12%,11-12%,53023
2018,washington,Franklin,12%,12-12%,53021
2018,washington,Ferry,14%,14-15%,53019
2018,washington,Douglas,12%,12-12%,53017
2018,washington,Cowlitz,12%,12-12%,53015
2018,washington,Columbia,13%,12-13%,53013
2018,washington,Clark,11%,11-11%,53011
2018,washington,Clallam,12%,12-12%,53009
2018,washington,Chelan,11%,11-12%,53007
2018,washington,Benton,11%,11-11%,53005
2018,washington,Asotin,12%,12-12%,53003
2018,washington,Adams,13%,12-13%,53001
2018,virginia,Winchester City,12%,12-12%,51840
2018,virginia,Williamsburg City,12%,12-12%,51830
2018,virginia,Waynesboro City,12%,12-12%,51820
2018,virginia,Virginia Beach City,10%,10-10%,51810
2018,virginia,Suffolk City,11%,10-11%,51800
2018,virginia,Staunton City,12%,12-12%,51790
2018,virginia,Salem City,11%,11-11%,51775
2018,virginia,Roanoke City,13%,12-13%,51770
2018,virginia,Richmond City,13%,13-14%,51760
2018,virginia,Radford City,16%,15-16%,51750
2018,virginia,Portsmouth City,12%,12-13%,51740
2018,virginia,Poquoson City,10%,9-10%,51735
2018,virginia,Petersburg City,14%,13-14%,51730
2018,virginia,Norton City,14%,13-14%,51720
2018,virginia,Norfolk City,12%,12-13%,51710
2018,virginia,Newport News City,12%,12-12%,51700
2018,virginia,Martinsville City,13%,13-14%,51690
2018,virginia,Manassas Park City,11%,11-11%,51685
2018,virginia,Manassas City,10%,10-11%,51683
2018,virginia,Lynchburg City,13%,12-13%,51680
2018,virginia,Lexington City,12%,12-13%,51678
2018,virginia,Hopewell City,13%,12-13%,51670
2018,virginia,Harrisonburg City,14%,14-14%,51660
2018,virginia,Hampton City,12%,11-12%,51650
2018,virginia,Galax City,14%,14-14%,51640
2018,virginia,Fredericksburg City,12%,12-12%,51630
2018,virginia,Franklin City,13%,13-13%,51620
2018,virginia,Falls Church City,9%,9-9%,51610
2018,virginia,Fairfax City,9%,9-9%,51600
2018,virginia,Emporia City,16%,15-16%,51595
2018,virginia,Danville City,13%,13-14%,51590
2018,virginia,Covington City,12%,12-13%,51580
2018,virginia,Colonial Heights City,12%,11-12%,51570
2018,virginia,Chesapeake City,10%,10-11%,51550
2018,virginia,Charlottesville City,13%,12-13%,51540
2018,virginia,Buena Vista City,15%,15-16%,51530
2018,virginia,Bristol City,14%,13-14%,51520
2018,virginia,Alexandria City,10%,10-10%,51510
2018,virginia,York,10%,10-10%,51199
2018,virginia,Wythe,12%,12-13%,51197
2018,virginia,Wise,13%,13-14%,51195
2018,virginia,Westmoreland,12%,12-12%,51193
2018,virginia,Washington,12%,12-12%,51191
2018,virginia,Warren,11%,10-11%,51187
2018,virginia,Tazewell,12%,12-13%,51185
2018,virginia,Sussex,12%,11-12%,51183
2018,virginia,Surry,12%,11-12%,51181
2018,virginia,Stafford,10%,10-10%,51179
2018,virginia,Spotsylvania,10%,10-11%,51177
2018,virginia,Southampton,12%,11-12%,51175
2018,virginia,Smyth,13%,12-13%,51173
2018,virginia,Shenandoah,11%,11-12%,51171
2018,virginia,Scott,13%,12-13%,51169
2018,virginia,Russell,13%,13-13%,51167
2018,virginia,Rockingham,11%,11-11%,51165
2018,virginia,Rockbridge,12%,12-12%,51163
2018,virginia,Roanoke,11%,10-11%,51161
2018,virginia,Richmond,13%,12-13%,51159
2018,virginia,Rappahannock,10%,10-11%,51157
2018,virginia,Pulaski,11%,11-12%,51155
2018,virginia,Prince William,10%,9-10%,51153
2018,virginia,Prince George,10%,10-10%,51149
2018,virginia,Prince Edward,13%,12-13%,51147
2018,virginia,Powhatan,10%,9-10%,51145
2018,virginia,Pittsylvania,12%,11-12%,51143
2018,virginia,Patrick,13%,13-13%,51141
2018,virginia,Page,12%,11-12%,51139
2018,virginia,Orange,11%,10-11%,51137
2018,virginia,Nottoway,12%,12-13%,51135
2018,virginia,Northumberland,11%,11-11%,51133
2018,virginia,Northampton,13%,12-13%,51131
2018,virginia,New Kent,10%,9-10%,51127
2018,virginia,Nelson,12%,12-12%,51125
2018,virginia,Montgomery,12%,12-12%,51121
2018,virginia,Middlesex,11%,11-11%,51119
2018,virginia,Mecklenburg,12%,12-12%,51117
2018,virginia,Mathews,11%,10-11%,51115
2018,virginia,Madison,12%,12-12%,51113
2018,virginia,Lunenburg,13%,12-13%,51111
2018,virginia,Louisa,11%,11-12%,51109
2018,virginia,Loudoun,9%,8-9%,51107
2018,virginia,Lee,14%,13-14%,51105
2018,virginia,Lancaster,11%,11-11%,51103
2018,virginia,King William,11%,11-11%,51101
2018,virginia,King George,10%,10-10%,51099
2018,virginia,King and Queen,12%,12-12%,51097
2018,virginia,James City,10%,10-10%,51095
2018,virginia,Isle of Wight,11%,10-11%,51093
2018,virginia,Highland,12%,11-12%,51091
2018,virginia,Henry,13%,13-14%,51089
2018,virginia,Henrico,11%,10-11%,51087
2018,virginia,Hanover,10%,9-10%,51085
2018,virginia,Halifax,13%,12-13%,51083
2018,virginia,Greensville,12%,12-13%,51081
2018,virginia,Greene,11%,11-12%,51079
2018,virginia,Grayson,13%,13-14%,51077
2018,virginia,Goochland,10%,10-10%,51075
2018,virginia,Gloucester,10%,10-10%,51073
2018,virginia,Giles,11%,11-11%,51071
2018,virginia,Frederick,10%,10-11%,51069
2018,virginia,Franklin,12%,11-12%,51067
2018,virginia,Fluvanna,10%,10-11%,51065
2018,virginia,Floyd,12%,11-12%,51063
2018,virginia,Fauquier,10%,10-10%,51061
2018,virginia,Fairfax,9%,9-9%,51059
2018,virginia,Essex,12%,11-12%,51057
2018,virginia,Dinwiddie,12%,11-12%,51053
2018,virginia,Dickenson,13%,13-14%,51051
2018,virginia,Cumberland,13%,13-13%,51049
2018,virginia,Culpeper,11%,11-11%,51047
2018,virginia,Craig,12%,12-13%,51045
2018,virginia,Clarke,11%,11-11%,51043
2018,virginia,Chesterfield,10%,10-10%,51041
2018,virginia,Charlotte,14%,13-14%,51037
2018,virginia,Charles City,12%,12-12%,51036
2018,virginia,Carroll,12%,12-13%,51035
2018,virginia,Caroline,11%,11-12%,51033
2018,virginia,Campbell,12%,11-12%,51031
2018,virginia,Buckingham,12%,11-12%,51029
2018,virginia,Buchanan,13%,13-13%,51027
2018,virginia,Brunswick,13%,12-13%,51025
2018,virginia,Botetourt,10%,10-11%,51023
2018,virginia,Bland,10%,10-11%,51021
2018,virginia,Bedford,10%,10-11%,51019
2018,virginia,Bath,12%,12-12%,51017
2018,virginia,Augusta,10%,10-11%,51015
2018,virginia,Arlington,10%,9-10%,51013
2018,virginia,Appomattox,12%,12-12%,51011
2018,virginia,Amherst,12%,11-12%,51009
2018,virginia,Amelia,11%,11-11%,51007
2018,virginia,Alleghany,12%,12-12%,51005
2018,virginia,Albemarle,10%,10-11%,51003
2018,virginia,Accomack,13%,12-13%,51001
2018,vermont,Windsor,12%,12-13%,50027
2018,vermont,Windham,12%,12-12%,50025
2018,vermont,Washington,11%,11-12%,50023
2018,vermont,Rutland,12%,12-13%,50021
2018,vermont,Orleans,13%,12-13%,50019
2018,vermont,Orange,12%,12-12%,50017
2018,vermont,Lamoille,12%,12-12%,50015
2018,vermont,Grand Isle,11%,11-11%,50013
2018,vermont,Franklin,12%,11-12%,50011
2018,vermont,Essex,13%,12-13%,50009
2018,vermont,Chittenden,11%,10-11%,50007
2018,vermont,Caledonia,12%,12-12%,50005
2018,vermont,Bennington,12%,12-12%,50003
2018,vermont,Addison,11%,11-11%,50001
2018,utah,Weber,11%,11-12%,49057
2018,utah,Wayne,11%,11-11%,49055
2018,utah,Washington,11%,11-12%,49053
2018,utah,Wasatch,10%,10-10%,49051
2018,utah,Utah,11%,10-11%,49049
2018,utah,Uintah,11%,11-12%,49047
2018,utah,Tooele,11%,11-11%,49045
2018,utah,Summit,9%,9-10%,49043
2018,utah,Sevier,11%,11-12%,49041
2018,utah,Sanpete,11%,11-12%,49039
2018,utah,San Juan,16%,16-16%,49037
2018,utah,Salt Lake,11%,10-11%,49035
2018,utah,Rich,12%,11-12%,49033
2018,utah,Piute,12%,11-12%,49031
2018,utah,Morgan,10%,9-10%,49029
2018,utah,Millard,11%,10-11%,49027
2018,utah,Kane,11%,11-11%,49025
2018,utah,Juab,11%,11-12%,49023
2018,utah,Iron,12%,12-13%,49021
2018,utah,Grand,12%,12-12%,49019
2018,utah,Garfield,12%,11-12%,49017
2018,utah,Emery,11%,11-12%,49015
2018,utah,Duchesne,11%,11-11%,49013
2018,utah,Davis,10%,9-10%,49011
2018,utah,Daggett,9%,9-9%,49009
2018,utah,Carbon,11%,11-12%,49007
2018,utah,Cache,11%,11-11%,49005
2018,utah,Box Elder,11%,11-11%,49003
2018,utah,Beaver,11%,10-11%,49001
2018,texas,Zavala,15%,15-15%,48507
2018,texas,Zapata,14%,13-14%,48505
2018,texas,Young,12%,11-12%,48503
2018,texas,Yoakum,11%,11-11%,48501
2018,texas,Wood,11%,11-11%,48499
2018,texas,Wise,11%,11-11%,48497
2018,texas,Winkler,11%,11-11%,48495
2018,texas,Wilson,10%,10-10%,48493
2018,texas,Williamson,9%,9-10%,48491
2018,texas,Willacy,15%,14-15%,48489
2018,texas,Wilbarger,12%,11-12%,48487
2018,texas,Wichita,12%,12-13%,48485
2018,texas,Wheeler,11%,11-12%,48483
2018,texas,Wharton,12%,12-12%,48481
2018,texas,Webb,14%,13-14%,48479
2018,texas,Washington,11%,11-11%,48477
2018,texas,Ward,11%,11-11%,48475
2018,texas,Waller,11%,11-12%,48473
2018,texas,Walker,12%,11-12%,48471
2018,texas,Victoria,11%,11-11%,48469
2018,texas,Van Zandt,11%,11-12%,48467
2018,texas,Val Verde,12%,12-12%,48465
2018,texas,Uvalde,13%,12-13%,48463
2018,texas,Upton,11%,11-12%,48461
2018,texas,Upshur,11%,11-11%,48459
2018,texas,Tyler,11%,11-11%,48457
2018,texas,Trinity,13%,12-13%,48455
2018,texas,Travis,10%,10-10%,48453
2018,texas,Tom Green,11%,11-11%,48451
2018,texas,Titus,12%,12-13%,48449
2018,texas,Throckmorton,11%,11-11%,48447
2018,texas,Terry,12%,12-12%,48445
2018,texas,Terrell,12%,12-13%,48443
2018,texas,Taylor,12%,11-12%,48441
2018,texas,Tarrant,11%,10-11%,48439
2018,texas,Swisher,12%,12-12%,48437
2018,texas,Sutton,10%,10-10%,48435
2018,texas,Stonewall,12%,12-12%,48433
2018,texas,Sterling,12%,12-13%,48431
2018,texas,Stephens,12%,12-12%,48429
2018,texas,Starr,15%,15-16%,48427
2018,texas,Somervell,12%,11-12%,48425
2018,texas,Smith,12%,11-12%,48423
2018,texas,Sherman,10%,10-11%,48421
2018,texas,Shelby,13%,13-13%,48419
2018,texas,Shackelford,11%,11-12%,48417
2018,texas,Scurry,11%,10-11%,48415
2018,texas,Schleicher,10%,10-10%,48413
2018,texas,San Saba,12%,12-12%,48411
2018,texas,San Patricio,11%,11-11%,48409
2018,texas,San Jacinto,12%,12-13%,48407
2018,texas,San Augustine,14%,14-14%,48405
2018,texas,Sabine,13%,12-13%,48403
2018,texas,Rusk,11%,11-12%,48401
2018,texas,Runnels,12%,11-12%,48399
2018,texas,Rockwall,10%,9-10%,48397
2018,texas,Robertson,11%,11-12%,48395
2018,texas,Roberts,10%,9-10%,48393
2018,texas,Refugio,11%,11-11%,48391
2018,texas,Reeves,11%,10-11%,48389
2018,texas,Red River,12%,12-12%,48387
2018,texas,Real,12%,12-12%,48385
2018,texas,Reagan,11%,11-12%,48383
2018,texas,Randall,10%,10-11%,48381
2018,texas,Rains,11%,11-11%,48379
2018,texas,Presidio,13%,13-14%,48377
2018,texas,Potter,12%,12-12%,48375
2018,texas,Polk,12%,12-12%,48373
2018,texas,Pecos,10%,10-10%,48371
2018,texas,Parmer,12%,11-12%,48369
2018,texas,Parker,10%,10-10%,48367
2018,texas,Panola,11%,11-12%,48365
2018,texas,Palo Pinto,12%,12-12%,48363
2018,texas,Orange,11%,11-12%,48361
2018,texas,Oldham,11%,11-12%,48359
2018,texas,Ochiltree,11%,11-11%,48357
2018,texas,Nueces,11%,11-12%,48355
2018,texas,Nolan,12%,11-12%,48353
2018,texas,Newton,12%,11-12%,48351
2018,texas,Navarro,12%,12-12%,48349
2018,texas,Nacogdoches,13%,12-13%,48347
2018,texas,Motley,12%,12-12%,48345
2018,texas,Morris,12%,11-12%,48343
2018,texas,Moore,12%,11-12%,48341
2018,texas,Montgomery,10%,10-10%,48339
2018,texas,Montague,12%,11-12%,48337
2018,texas,Mitchell,10%,10-10%,48335
2018,texas,Mills,11%,11-12%,48333
2018,texas,Milam,12%,12-12%,48331
2018,texas,Midland,10%,10-10%,48329
2018,texas,Menard,11%,11-11%,48327
2018,texas,Medina,11%,10-11%,48325
2018,texas,Maverick,13%,13-14%,48323
2018,texas,Matagorda,12%,12-12%,48321
2018,texas,Mason,11%,11-11%,48319
2018,texas,Martin,11%,11-11%,48317
2018,texas,Marion,12%,12-12%,48315
2018,texas,Madison,11%,11-11%,48313
2018,texas,McMullen,11%,10-11%,48311
2018,texas,McLennan,12%,12-12%,48309
2018,texas,McCulloch,12%,12-13%,48307
2018,texas,Lynn,12%,12-12%,48305
2018,texas,Lubbock,12%,11-12%,48303
2018,texas,Loving,12%,11-12%,48301
2018,texas,Llano,12%,11-12%,48299
2018,texas,Live Oak,11%,11-11%,48297
2018,texas,Lipscomb,10%,10-11%,48295
2018,texas,Limestone,12%,12-13%,48293
2018,texas,Liberty,12%,12-12%,48291
2018,texas,Leon,12%,11-12%,48289
2018,texas,Lee,11%,11-11%,48287
2018,texas,Lavaca,11%,10-11%,48285
2018,texas,La Salle,12%,12-12%,48283
2018,texas,Lampasas,11%,11-11%,48281
2018,texas,Lamb,13%,13-13%,48279
2018,texas,Lamar,13%,12-13%,48277
2018,texas,Knox,12%,11-12%,48275
2018,texas,Kleberg,12%,12-12%,48273
2018,texas,Kinney,12%,12-13%,48271
2018,texas,King,11%,10-11%,48269
2018,texas,Kimble,11%,11-12%,48267
2018,texas,Kerr,12%,11-12%,48265
2018,texas,Kent,10%,10-11%,48263
2018,texas,Kenedy,12%,12-13%,48261
2018,texas,Kendall,10%,9-10%,48259
2018,texas,Kaufman,11%,11-11%,48257
2018,texas,Karnes,11%,11-12%,48255
2018,texas,Jones,11%,10-11%,48253
2018,texas,Johnson,11%,10-11%,48251
2018,texas,Jim Wells,12%,12-12%,48249
2018,texas,Jim Hogg,12%,12-13%,48247
2018,texas,Jefferson,12%,11-12%,48245
2018,texas,Jeff Davis,12%,12-12%,48243
2018,texas,Jasper,12%,11-12%,48241
2018,texas,Jackson,11%,10-11%,48239
2018,texas,Jack,11%,11-11%,48237
2018,texas,Irion,10%,10-10%,48235
2018,texas,Hutchinson,11%,11-12%,48233
2018,texas,Hunt,12%,12-12%,48231
2018,texas,Hudspeth,14%,14-15%,48229
2018,texas,Howard,11%,11-11%,48227
2018,texas,Houston,12%,12-13%,48225
2018,texas,Hopkins,12%,12-12%,48223
2018,texas,Hood,11%,10-11%,48221
2018,texas,Hockley,11%,11-12%,48219
2018,texas,Hill,12%,12-12%,48217
2018,texas,Hidalgo,13%,13-14%,48215
2018,texas,Henderson,12%,12-12%,48213
2018,texas,Hemphill,11%,11-11%,48211
2018,texas,Hays,11%,11-12%,48209
2018,texas,Haskell,12%,11-12%,48207
2018,texas,Hartley,9%,9-9%,48205
2018,texas,Harrison,11%,11-12%,48203
2018,texas,Harris,11%,11-11%,48201
2018,texas,Hardin,11%,10-11%,48199
2018,texas,Hardeman,12%,12-13%,48197
2018,texas,Hansford,12%,12-12%,48195
2018,texas,Hamilton,11%,11-12%,48193
2018,texas,Hall,15%,14-15%,48191
2018,texas,Hale,12%,12-12%,48189
2018,texas,Guadalupe,10%,10-11%,48187
2018,texas,Grimes,12%,12-12%,48185
2018,texas,Gregg,12%,12-12%,48183
2018,texas,Grayson,11%,11-12%,48181
2018,texas,Gray,11%,11-12%,48179
2018,texas,Gonzales,12%,11-12%,48177
2018,texas,Goliad,11%,11-11%,48175
2018,texas,Glasscock,10%,10-10%,48173
2018,texas,Gillespie,11%,10-11%,48171
2018,texas,Garza,10%,10-11%,48169
2018,texas,Galveston,11%,11-11%,48167
2018,texas,Gaines,11%,11-11%,48165
2018,texas,Frio,12%,12-12%,48163
2018,texas,Freestone,11%,11-12%,48161
2018,texas,Franklin,12%,11-12%,48159
2018,texas,Fort Bend,9%,9-9%,48157
2018,texas,Foard,11%,10-11%,48155
2018,texas,Floyd,13%,13-13%,48153
2018,texas,Fisher,11%,11-12%,48151
2018,texas,Fayette,11%,10-11%,48149
2018,texas,Fannin,12%,11-12%,48147
2018,texas,Falls,13%,13-13%,48145
2018,texas,Erath,12%,12-13%,48143
2018,texas,El Paso,13%,12-13%,48141
2018,texas,Ellis,10%,10-11%,48139
2018,texas,Edwards,11%,10-11%,48137
2018,texas,Ector,10%,10-11%,48135
2018,texas,Eastland,12%,12-12%,48133
2018,texas,Duval,13%,12-13%,48131
2018,texas,Donley,11%,11-12%,48129
2018,texas,Dimmit,13%,12-13%,48127
2018,texas,Dickens,11%,11-12%,48125
2018,texas,DeWitt,11%,11-12%,48123
2018,texas,Denton,10%,9-10%,48121
2018,texas,Delta,12%,12-13%,48119
2018,texas,Deaf Smith,11%,11-12%,48117
2018,texas,Dawson,11%,11-12%,48115
2018,texas,Dallas,11%,11-11%,48113
2018,texas,Dallam,11%,11-12%,48111
2018,texas,Culberson,13%,13-14%,48109
2018,texas,Crosby,12%,12-13%,48107
2018,texas,Crockett,11%,10-11%,48105
2018,texas,Crane,10%,10-10%,48103
2018,texas,Cottle,12%,12-13%,48101
2018,texas,Coryell,11%,11-12%,48099
2018,texas,Cooke,11%,11-11%,48097
2018,texas,Concho,10%,10-10%,48095
2018,texas,Comanche,12%,12-12%,48093
2018,texas,Comal,10%,10-10%,48091
2018,texas,Colorado,11%,11-11%,48089
2018,texas,Collingsworth,13%,13-13%,48087
2018,texas,Collin,10%,9-10%,48085
2018,texas,Coleman,12%,12-12%,48083
2018,texas,Coke,11%,11-12%,48081
2018,texas,Cochran,13%,13-13%,48079
2018,texas,Clay,11%,11-11%,48077
2018,texas,Childress,12%,11-12%,48075
2018,texas,Cherokee,12%,12-13%,48073
2018,texas,Chambers,11%,10-11%,48071
2018,texas,Castro,12%,12-12%,48069
2018,texas,Cass,12%,12-12%,48067
2018,texas,Carson,10%,10-10%,48065
2018,texas,Camp,12%,12-13%,48063
2018,texas,Cameron,14%,13-14%,48061
2018,texas,Callahan,12%,11-12%,48059
2018,texas,Calhoun,11%,11-11%,48057
2018,texas,Caldwell,12%,12-12%,48055
2018,texas,Burnet,11%,11-11%,48053
2018,texas,Burleson,11%,11-11%,48051
2018,texas,Brown,12%,11-12%,48049
2018,texas,Brooks,14%,14-15%,48047
2018,texas,Briscoe,12%,12-12%,48045
