year,state,county,fmd,error,FIPS
2019,texas,Brewster,11%,11-12%,48043
2019,texas,Brazos,12%,12-12%,48041
2019,texas,Brazoria,10%,10-10%,48039
2019,texas,Bowie,12%,12-12%,48037
2019,texas,Bosque,11%,11-12%,48035
2019,texas,Borden,9%,9-9%,48033
2019,texas,Blanco,11%,10-11%,48031
2019,texas,Bexar,11%,11-12%,48029
2019,texas,Bell,11%,11-12%,48027
2019,texas,Bee,11%,11-11%,48025
2019,texas,Baylor,12%,11-12%,48023
2019,texas,Bastrop,11%,11-12%,48021
2019,texas,Bandera,11%,11-11%,48019
2019,texas,Bailey,13%,13-13%,48017
2019,texas,Austin,11%,11-11%,48015
2019,texas,Atascosa,11%,11-11%,48013
2019,texas,Armstrong,10%,9-10%,48011
2019,texas,Archer,10%,10-11%,48009
2019,texas,Aransas,12%,12-12%,48007
2019,texas,Angelina,13%,12-13%,48005
2019,texas,Andrews,10%,10-10%,48003
2019,texas,Anderson,11%,11-12%,48001
2019,tennessee,Wilson,12%,11-12%,47189
2019,tennessee,Williamson,11%,10-11%,47187
2019,tennessee,White,14%,14-15%,47185
2019,tennessee,Weakley,14%,14-15%,47183
2019,tennessee,Wayne,14%,14-15%,47181
2019,tennessee,Washington,14%,13-14%,47179
2019,tennessee,Warren,15%,14-15%,47177
2019,tennessee,Van Buren,14%,14-15%,47175
2019,tennessee,Union,15%,14-15%,47173
2019,tennessee,Unicoi,15%,14-15%,47171
2019,tennessee,Trousdale,13%,13-14%,47169
2019,tennessee,Tipton,13%,13-13%,47167
2019,tennessee,Sumner,12%,12-13%,47165
2019,tennessee,Sullivan,14%,14-15%,47163
2019,tennessee,Stewart,13%,13-14%,47161
2019,tennessee,Smith,14%,13-14%,47159
2019,tennessee,Shelby,14%,14-14%,47157
2019,tennessee,Sevier,14%,13-14%,47155
2019,tennessee,Sequatchie,14%,13-14%,47153
2019,tennessee,Scott,16%,15-16%,47151
2019,tennessee,Rutherford,12%,12-12%,47149
2019,tennessee,Robertson,13%,12-13%,47147
2019,tennessee,Roane,14%,13-14%,47145
2019,tennessee,Rhea,15%,14-15%,47143
2019,tennessee,Putnam,15%,14-15%,47141
2019,tennessee,Polk,14%,14-15%,47139
2019,tennessee,Pickett,14%,14-15%,47137
2019,tennessee,Perry,16%,15-16%,47135
2019,tennessee,Overton,15%,14-15%,47133
2019,tennessee,Obion,15%,14-15%,47131
2019,tennessee,Morgan,15%,14-15%,47129
2019,tennessee,Moore,13%,12-13%,47127
2019,tennessee,Montgomery,13%,13-14%,47125
2019,tennessee,Monroe,15%,15-16%,47123
2019,tennessee,Meigs,15%,14-15%,47121
2019,tennessee,Maury,13%,13-14%,47119
2019,tennessee,Marshall,13%,13-14%,47117
2019,tennessee,Marion,14%,14-15%,47115
2019,tennessee,Madison,14%,13-14%,47113
2019,tennessee,Macon,15%,14-15%,47111
2019,tennessee,McNairy,16%,15-16%,47109
2019,tennessee,McMinn,14%,14-15%,47107
2019,tennessee,Loudon,13%,12-13%,47105
2019,tennessee,Lincoln,14%,14-15%,47103
2019,tennessee,Lewis,14%,14-15%,47101
2019,tennessee,Lawrence,15%,14-15%,47099
2019,tennessee,Lauderdale,15%,15-16%,47097
2019,tennessee,Lake,15%,14-15%,47095
2019,tennessee,Knox,14%,13-14%,47093
2019,tennessee,Johnson,15%,15-16%,47091
2019,tennessee,Jefferson,13%,13-14%,47089
2019,tennessee,Jackson,16%,16-17%,47087
2019,tennessee,Humphreys,13%,13-14%,47085
2019,tennessee,Houston,15%,15-16%,47083
2019,tennessee,Hickman,14%,14-15%,47081
2019,tennessee,Henry,14%,14-15%,47079
2019,tennessee,Henderson,14%,14-15%,47077
2019,tennessee,Haywood,15%,14-15%,47075
2019,tennessee,Hawkins,14%,14-15%,47073
2019,tennessee,Hardin,14%,14-15%,47071
2019,tennessee,Hardeman,15%,14-15%,47069
2019,tennessee,Hancock,16%,16-17%,47067
2019,tennessee,Hamilton,13%,13-13%,47065
2019,tennessee,Hamblen,15%,14-15%,47063
2019,tennessee,Grundy,16%,16-17%,47061
2019,tennessee,Greene,14%,14-15%,47059
2019,tennessee,Grainger,14%,14-15%,47057
2019,tennessee,Giles,14%,13-14%,47055
2019,tennessee,Gibson,15%,14-15%,47053
2019,tennessee,Franklin,14%,13-14%,47051
2019,tennessee,Fentress,16%,16-17%,47049
2019,tennessee,Fayette,13%,12-13%,47047
2019,tennessee,Dyer,14%,14-14%,47045
2019,tennessee,Dickson,14%,13-14%,47043
2019,tennessee,DeKalb,14%,14-15%,47041
2019,tennessee,Decatur,14%,14-15%,47039
2019,tennessee,Davidson,13%,13-13%,47037
2019,tennessee,Cumberland,13%,13-14%,47035
2019,tennessee,Crockett,15%,15-15%,47033
2019,tennessee,Coffee,14%,13-14%,47031
2019,tennessee,Cocke,16%,15-16%,47029
2019,tennessee,Clay,17%,16-17%,47027
2019,tennessee,Claiborne,15%,14-15%,47025
2019,tennessee,Chester,14%,13-14%,47023
2019,tennessee,Cheatham,13%,12-13%,47021
2019,tennessee,Carter,15%,15-16%,47019
2019,tennessee,Carroll,14%,14-15%,47017
2019,tennessee,Cannon,14%,13-14%,47015
2019,tennessee,Campbell,15%,15-16%,47013
2019,tennessee,Bradley,14%,13-14%,47011
2019,tennessee,Blount,13%,13-13%,47009
2019,tennessee,Bledsoe,15%,14-15%,47007
2019,tennessee,Benton,15%,15-16%,47005
2019,tennessee,Bedford,14%,14-14%,47003
2019,tennessee,Anderson,14%,13-14%,47001
2019,south-dakota,Ziebach,17%,17-18%,46137
2019,south-dakota,Yankton,10%,9-10%,46135
2019,south-dakota,Walworth,10%,9-10%,46129
2019,south-dakota,Union,8%,8-9%,46127
2019,south-dakota,Turner,9%,9-9%,46125
2019,south-dakota,Tripp,11%,11-11%,46123
2019,south-dakota,Todd,19%,19-20%,46121
2019,south-dakota,Sully,9%,8-9%,46119
2019,south-dakota,Stanley,9%,8-9%,46117
2019,south-dakota,Spink,10%,9-10%,46115
2019,south-dakota,Sanborn,9%,9-9%,46111
2019,south-dakota,Roberts,12%,12-13%,46109
2019,south-dakota,Potter,9%,9-9%,46107
2019,south-dakota,Perkins,10%,10-10%,46105
2019,south-dakota,Pennington,10%,10-10%,46103
2019,south-dakota,Oglala Lakota,21%,21-22%,46102
2019,south-dakota,Moody,10%,10-11%,46101
2019,south-dakota,Minnehaha,9%,9-9%,46099
2019,south-dakota,Miner,9%,9-10%,46097
2019,south-dakota,Mellette,17%,17-17%,46095
2019,south-dakota,Meade,10%,9-10%,46093
2019,south-dakota,Marshall,9%,9-9%,46091
2019,south-dakota,McPherson,10%,10-10%,46089
2019,south-dakota,McCook,9%,9-9%,46087
2019,south-dakota,Lyman,13%,12-13%,46085
2019,south-dakota,Lincoln,8%,8-8%,46083
2019,south-dakota,Lawrence,9%,9-9%,46081
2019,south-dakota,Lake,9%,9-9%,46079
2019,south-dakota,Kingsbury,9%,8-9%,46077
2019,south-dakota,Jones,9%,9-10%,46075
2019,south-dakota,Jerauld,9%,8-9%,46073
2019,south-dakota,Jackson,15%,15-16%,46071
2019,south-dakota,Hyde,9%,9-10%,46069
2019,south-dakota,Hutchinson,9%,9-9%,46067
2019,south-dakota,Hughes,9%,9-10%,46065
2019,south-dakota,Harding,9%,9-10%,46063
2019,south-dakota,Hanson,9%,9-10%,46061
2019,south-dakota,Hand,8%,8-9%,46059
2019,south-dakota,Hamlin,9%,8-9%,46057
2019,south-dakota,Haakon,11%,11-11%,46055
2019,south-dakota,Gregory,11%,10-11%,46053
2019,south-dakota,Grant,9%,9-9%,46051
2019,south-dakota,Faulk,10%,9-10%,46049
2019,south-dakota,Fall River,10%,10-10%,46047
2019,south-dakota,Edmunds,9%,9-9%,46045
2019,south-dakota,Douglas,9%,9-9%,46043
2019,south-dakota,Dewey,16%,15-16%,46041
2019,south-dakota,Deuel,9%,9-9%,46039
2019,south-dakota,Day,10%,10-11%,46037
2019,south-dakota,Davison,10%,9-10%,46035
2019,south-dakota,Custer,9%,9-10%,46033
2019,south-dakota,Corson,18%,18-19%,46031
2019,south-dakota,Codington,9%,9-9%,46029
2019,south-dakota,Clay,11%,11-11%,46027
2019,south-dakota,Clark,10%,9-10%,46025
2019,south-dakota,Charles Mix,13%,12-13%,46023
2019,south-dakota,Campbell,10%,9-10%,46021
2019,south-dakota,Butte,10%,10-10%,46019
2019,south-dakota,Buffalo,19%,18-19%,46017
2019,south-dakota,Brule,10%,10-11%,46015
2019,south-dakota,Brown,9%,9-9%,46013
2019,south-dakota,Brookings,10%,9-10%,46011
2019,south-dakota,Bon Homme,9%,9-10%,46009
2019,south-dakota,Bennett,16%,15-16%,46007
2019,south-dakota,Beadle,10%,10-10%,46005
2019,south-dakota,Aurora,8%,8-9%,46003
2019,south-carolina,York,12%,12-12%,45091
2019,south-carolina,Williamsburg,15%,15-16%,45089
2019,south-carolina,Union,14%,14-15%,45087
2019,south-carolina,Sumter,14%,14-14%,45085
2019,south-carolina,Spartanburg,14%,14-14%,45083
2019,south-carolina,Saluda,14%,13-14%,45081
2019,south-carolina,Richland,13%,13-14%,45079
2019,south-carolina,Pickens,13%,13-14%,45077
2019,south-carolina,Orangeburg,15%,15-16%,45075
2019,south-carolina,Oconee,14%,13-14%,45073
2019,south-carolina,Newberry,14%,13-14%,45071
2019,south-carolina,Marlboro,16%,15-16%,45069
2019,south-carolina,Marion,16%,16-16%,45067
2019,south-carolina,McCormick,13%,13-13%,45065
2019,south-carolina,Lexington,13%,12-13%,45063
2019,south-carolina,Lee,16%,16-16%,45061
2019,south-carolina,Laurens,15%,14-15%,45059
2019,south-carolina,Lancaster,13%,13-14%,45057
2019,south-carolina,Kershaw,13%,13-14%,45055
2019,south-carolina,Jasper,15%,15-16%,45053
2019,south-carolina,Horry,14%,13-14%,45051
2019,south-carolina,Hampton,14%,14-14%,45049
2019,south-carolina,Greenwood,15%,14-15%,45047
2019,south-carolina,Greenville,13%,12-13%,45045
2019,south-carolina,Georgetown,14%,13-14%,45043
2019,south-carolina,Florence,14%,14-14%,45041
2019,south-carolina,Fairfield,15%,14-15%,45039
2019,south-carolina,Edgefield,12%,12-13%,45037
2019,south-carolina,Dorchester,13%,13-13%,45035
2019,south-carolina,Dillon,16%,16-17%,45033
2019,south-carolina,Darlington,14%,14-15%,45031
2019,south-carolina,Colleton,15%,15-16%,45029
2019,south-carolina,Clarendon,15%,15-15%,45027
2019,south-carolina,Chesterfield,15%,15-16%,45025
2019,south-carolina,Chester,14%,14-15%,45023
2019,south-carolina,Cherokee,15%,15-15%,45021
2019,south-carolina,Charleston,13%,13-13%,45019
2019,south-carolina,Calhoun,13%,13-14%,45017
2019,south-carolina,Berkeley,13%,13-13%,45015
2019,south-carolina,Beaufort,12%,11-12%,45013
2019,south-carolina,Barnwell,15%,14-15%,45011
2019,south-carolina,Bamberg,15%,15-15%,45009
2019,south-carolina,Anderson,14%,13-14%,45007
2019,south-carolina,Allendale,16%,16-17%,45005
2019,south-carolina,Aiken,13%,13-13%,45003
2019,south-carolina,Abbeville,14%,14-15%,45001
2019,rhode-island,Washington,11%,11-12%,44009
2019,rhode-island,Providence,13%,13-14%,44007
2019,rhode-island,Newport,11%,11-11%,44005
2019,rhode-island,Kent,12%,12-12%,44003
2019,rhode-island,Bristol,11%,11-11%,44001
2019,pennsylvania,York,12%,11-12%,42133
2019,pennsylvania,Wyoming,12%,11-12%,42131
2019,pennsylvania,Westmoreland,11%,11-12%,42129
2019,pennsylvania,Wayne,12%,11-12%,42127
2019,pennsylvania,Washington,11%,11-12%,42125
2019,pennsylvania,Warren,12%,12-12%,42123
2019,pennsylvania,Venango,13%,12-13%,42121
2019,pennsylvania,Union,11%,11-12%,42119
2019,pennsylvania,Tioga,12%,12-13%,42117
2019,pennsylvania,Susquehanna,12%,12-12%,42115
2019,pennsylvania,Sullivan,12%,11-12%,42113
2019,pennsylvania,Somerset,12%,11-12%,42111
2019,pennsylvania,Snyder,12%,12-12%,42109
2019,pennsylvania,Schuylkill,12%,12-12%,42107
2019,pennsylvania,Potter,12%,12-13%,42105
2019,pennsylvania,Pike,11%,11-11%,42103
2019,pennsylvania,Philadelphia,14%,14-14%,42101
2019,pennsylvania,Perry,11%,11-11%,42099
2019,pennsylvania,Northumberland,12%,12-12%,42097
2019,pennsylvania,Northampton,11%,10-11%,42095
2019,pennsylvania,Montour,11%,11-11%,42093
2019,pennsylvania,Montgomery,10%,10-10%,42091
2019,pennsylvania,Monroe,12%,11-12%,42089
2019,pennsylvania,Mifflin,13%,13-13%,42087
2019,pennsylvania,Mercer,12%,12-12%,42085
2019,pennsylvania,McKean,13%,12-13%,42083
2019,pennsylvania,Lycoming,12%,12-13%,42081
2019,pennsylvania,Luzerne,12%,12-13%,42079
2019,pennsylvania,Lehigh,12%,11-12%,42077
2019,pennsylvania,Lebanon,11%,11-12%,42075
2019,pennsylvania,Lawrence,12%,12-13%,42073
2019,pennsylvania,Lancaster,11%,11-12%,42071
2019,pennsylvania,Lackawanna,12%,12-13%,42069
2019,pennsylvania,Juniata,12%,12-13%,42067
2019,pennsylvania,Jefferson,12%,12-13%,42065
2019,pennsylvania,Indiana,13%,12-13%,42063
2019,pennsylvania,Huntingdon,12%,12-12%,42061
2019,pennsylvania,Greene,12%,12-12%,42059
2019,pennsylvania,Fulton,12%,11-12%,42057
2019,pennsylvania,Franklin,11%,11-12%,42055
2019,pennsylvania,Forest,11%,11-11%,42053
2019,pennsylvania,Fayette,13%,13-13%,42051
2019,pennsylvania,Erie,13%,12-13%,42049
2019,pennsylvania,Elk,11%,11-12%,42047
2019,pennsylvania,Delaware,12%,11-12%,42045
2019,pennsylvania,Dauphin,12%,12-12%,42043
2019,pennsylvania,Cumberland,11%,10-11%,42041
2019,pennsylvania,Crawford,12%,12-13%,42039
2019,pennsylvania,Columbia,12%,12-13%,42037
2019,pennsylvania,Clinton,13%,12-13%,42035
2019,pennsylvania,Clearfield,12%,12-13%,42033
2019,pennsylvania,Clarion,13%,12-13%,42031
2019,pennsylvania,Chester,10%,10-11%,42029
2019,pennsylvania,Centre,12%,11-12%,42027
2019,pennsylvania,Carbon,12%,11-12%,42025
2019,pennsylvania,Cameron,12%,12-13%,42023
2019,pennsylvania,Cambria,12%,12-13%,42021
2019,pennsylvania,Butler,11%,11-11%,42019
2019,pennsylvania,Bucks,10%,10-11%,42017
2019,pennsylvania,Bradford,12%,12-13%,42015
2019,pennsylvania,Blair,12%,12-13%,42013
2019,pennsylvania,Berks,12%,12-12%,42011
2019,pennsylvania,Bedford,12%,12-13%,42009
2019,pennsylvania,Beaver,12%,11-12%,42007
2019,pennsylvania,Armstrong,12%,12-13%,42005
2019,pennsylvania,Allegheny,11%,11-12%,42003
2019,pennsylvania,Adams,11%,11-12%,42001
2019,oregon,Yamhill,12%,12-13%,41071
2019,oregon,Wheeler,13%,13-14%,41069
2019,oregon,Washington,11%,10-11%,41067
2019,oregon,Wasco,12%,12-13%,41065
2019,oregon,Wallowa,12%,12-13%,41063
2019,oregon,Union,13%,13-14%,41061
2019,oregon,Umatilla,13%,12-13%,41059
2019,oregon,Tillamook,12%,12-13%,41057
2019,oregon,Sherman,12%,12-13%,41055
2019,oregon,Polk,12%,12-13%,41053
2019,oregon,Multnomah,12%,11-12%,41051
2019,oregon,Morrow,12%,12-13%,41049
2019,oregon,Marion,13%,13-13%,41047
2019,oregon,Malheur,14%,13-14%,41045
2019,oregon,Linn,13%,13-13%,41043
2019,oregon,Lincoln,13%,13-13%,41041
2019,oregon,Lane,12%,12-13%,41039
2019,oregon,Lake,13%,13-14%,41037
2019,oregon,Klamath,13%,13-14%,41035
2019,oregon,Josephine,14%,14-15%,41033
2019,oregon,Jefferson,14%,14-14%,41031
2019,oregon,Jackson,13%,13-13%,41029
2019,oregon,Hood River,12%,12-12%,41027
2019,oregon,Harney,13%,13-13%,41025
2019,oregon,Grant,13%,12-13%,41023
2019,oregon,Gilliam,12%,12-13%,41021
2019,oregon,Douglas,13%,13-14%,41019
2019,oregon,Deschutes,12%,12-12%,41017
2019,oregon,Curry,13%,12-13%,41015
2019,oregon,Crook,13%,13-14%,41013
2019,oregon,Coos,14%,13-14%,41011
2019,oregon,Columbia,12%,12-13%,41009
2019,oregon,Clatsop,13%,12-13%,41007
2019,oregon,Clackamas,11%,11-12%,41005
2019,oregon,Benton,13%,12-13%,41003
2019,oregon,Baker,12%,12-13%,41001
2019,oklahoma,Woodward,12%,12-12%,40153
2019,oklahoma,Woods,12%,12-12%,40151
2019,oklahoma,Washita,13%,13-13%,40149
2019,oklahoma,Washington,14%,13-14%,40147
2019,oklahoma,Wagoner,13%,13-13%,40145
2019,oklahoma,Tulsa,12%,12-13%,40143
2019,oklahoma,Tillman,14%,14-15%,40141
2019,oklahoma,Texas,12%,12-13%,40139
2019,oklahoma,Stephens,14%,13-14%,40137
2019,oklahoma,Sequoyah,17%,17-18%,40135
2019,oklahoma,Seminole,16%,16-16%,40133
2019,oklahoma,Rogers,12%,12-13%,40131
2019,oklahoma,Roger Mills,13%,12-13%,40129
2019,oklahoma,Pushmataha,16%,15-16%,40127
2019,oklahoma,Pottawatomie,14%,14-15%,40125
2019,oklahoma,Pontotoc,15%,14-15%,40123
2019,oklahoma,Pittsburg,15%,14-15%,40121
2019,oklahoma,Payne,15%,14-15%,40119
2019,oklahoma,Pawnee,14%,14-14%,40117
2019,oklahoma,Ottawa,16%,16-17%,40115
2019,oklahoma,Osage,14%,14-15%,40113
2019,oklahoma,Okmulgee,15%,15-16%,40111
2019,oklahoma,Oklahoma,13%,13-13%,40109
2019,oklahoma,Okfuskee,16%,16-16%,40107
2019,oklahoma,Nowata,15%,15-16%,40105
2019,oklahoma,Noble,13%,12-13%,40103
2019,oklahoma,Muskogee,15%,15-15%,40101
2019,oklahoma,Murray,14%,13-14%,40099
2019,oklahoma,Mayes,16%,16-16%,40097
2019,oklahoma,Marshall,14%,14-15%,40095
2019,oklahoma,Major,12%,12-13%,40093
2019,oklahoma,McIntosh,16%,15-16%,40091
2019,oklahoma,McCurtain,16%,16-17%,40089
2019,oklahoma,McClain,12%,12-12%,40087
2019,oklahoma,Love,13%,13-13%,40085
2019,oklahoma,Logan,13%,13-13%,40083
2019,oklahoma,Lincoln,13%,13-14%,40081
2019,oklahoma,Le Flore,16%,15-16%,40079
2019,oklahoma,Latimer,16%,15-16%,40077
2019,oklahoma,Kiowa,15%,14-15%,40075
2019,oklahoma,Kingfisher,12%,12-12%,40073
2019,oklahoma,Kay,14%,14-14%,40071
2019,oklahoma,Johnston,15%,15-16%,40069
2019,oklahoma,Jefferson,15%,14-15%,40067
2019,oklahoma,Jackson,13%,13-14%,40065
2019,oklahoma,Hughes,15%,15-15%,40063
2019,oklahoma,Haskell,16%,16-16%,40061
2019,oklahoma,Harper,13%,12-13%,40059
2019,oklahoma,Harmon,13%,13-14%,40057
2019,oklahoma,Greer,13%,13-14%,40055
2019,oklahoma,Grant,12%,11-12%,40053
2019,oklahoma,Grady,13%,13-14%,40051
2019,oklahoma,Garvin,15%,14-15%,40049
2019,oklahoma,Garfield,13%,13-13%,40047
2019,oklahoma,Ellis,13%,13-14%,40045
2019,oklahoma,Dewey,14%,14-14%,40043
2019,oklahoma,Delaware,16%,16-17%,40041
2019,oklahoma,Custer,13%,13-14%,40039
2019,oklahoma,Creek,14%,13-14%,40037
2019,oklahoma,Craig,16%,15-16%,40035
2019,oklahoma,Cotton,14%,13-14%,40033
2019,oklahoma,Comanche,14%,13-14%,40031
2019,oklahoma,Coal,15%,15-16%,40029
2019,oklahoma,Cleveland,13%,13-13%,40027
2019,oklahoma,Cimarron,14%,13-14%,40025
2019,oklahoma,Choctaw,17%,16-17%,40023
2019,oklahoma,Cherokee,17%,17-17%,40021
2019,oklahoma,Carter,14%,14-14%,40019
2019,oklahoma,Canadian,12%,11-12%,40017
2019,oklahoma,Caddo,15%,15-15%,40015
2019,oklahoma,Bryan,15%,15-16%,40013
2019,oklahoma,Blaine,14%,13-14%,40011
2019,oklahoma,Beckham,13%,13-13%,40009
2019,oklahoma,Beaver,12%,12-13%,40007
2019,oklahoma,Atoka,15%,15-16%,40005
2019,oklahoma,Alfalfa,12%,12-12%,40003
2019,oklahoma,Adair,19%,19-20%,40001
2019,ohio,Wyandot,12%,12-12%,39175
2019,ohio,Wood,12%,12-12%,39173
2019,ohio,Williams,13%,12-13%,39171
2019,ohio,Wayne,12%,12-12%,39169
2019,ohio,Washington,13%,12-13%,39167
2019,ohio,Warren,10%,10-11%,39165
2019,ohio,Vinton,14%,13-14%,39163
2019,ohio,Van Wert,12%,12-13%,39161
2019,ohio,Union,11%,11-12%,39159
2019,ohio,Tuscarawas,12%,12-13%,39157
2019,ohio,Trumbull,13%,12-13%,39155
2019,ohio,Summit,12%,12-13%,39153
2019,ohio,Stark,13%,12-13%,39151
2019,ohio,Shelby,12%,11-12%,39149
2019,ohio,Seneca,12%,12-13%,39147
2019,ohio,Scioto,14%,14-15%,39145
2019,ohio,Sandusky,12%,12-13%,39143
2019,ohio,Ross,13%,13-14%,39141
2019,ohio,Richland,13%,12-13%,39139
2019,ohio,Putnam,11%,11-12%,39137
2019,ohio,Preble,12%,12-13%,39135
2019,ohio,Portage,12%,12-12%,39133
2019,ohio,Pike,14%,14-15%,39131
2019,ohio,Pickaway,12%,11-12%,39129
2019,ohio,Perry,13%,13-14%,39127
2019,ohio,Paulding,12%,12-12%,39125
2019,ohio,Ottawa,12%,11-12%,39123
2019,ohio,Noble,12%,12-12%,39121
2019,ohio,Muskingum,14%,13-14%,39119
2019,ohio,Morrow,12%,12-12%,39117
2019,ohio,Morgan,14%,14-15%,39115
2019,ohio,Montgomery,13%,13-14%,39113
2019,ohio,Monroe,13%,13-13%,39111
2019,ohio,Miami,12%,11-12%,39109
2019,ohio,Mercer,11%,11-12%,39107
2019,ohio,Meigs,14%,13-14%,39105
2019,ohio,Medina,11%,10-11%,39103
2019,ohio,Marion,13%,13-14%,39101
2019,ohio,Mahoning,13%,12-13%,39099
2019,ohio,Madison,11%,11-12%,39097
2019,ohio,Lucas,13%,13-14%,39095
2019,ohio,Lorain,12%,12-13%,39093
2019,ohio,Logan,12%,12-13%,39091
2019,ohio,Licking,12%,12-12%,39089
2019,ohio,Lawrence,14%,13-14%,39087
2019,ohio,Lake,11%,11-11%,39085
2019,ohio,Knox,12%,12-13%,39083
2019,ohio,Jefferson,13%,13-13%,39081
2019,ohio,Jackson,14%,14-15%,39079
2019,ohio,Huron,12%,12-13%,39077
2019,ohio,Holmes,12%,12-13%,39075
2019,ohio,Hocking,13%,13-14%,39073
2019,ohio,Highland,14%,13-14%,39071
2019,ohio,Henry,11%,11-12%,39069
2019,ohio,Harrison,13%,12-13%,39067
2019,ohio,Hardin,13%,13-13%,39065
2019,ohio,Hancock,12%,11-12%,39063
2019,ohio,Hamilton,13%,12-13%,39061
2019,ohio,Guernsey,14%,13-14%,39059
2019,ohio,Greene,12%,11-12%,39057
2019,ohio,Geauga,11%,11-11%,39055
2019,ohio,Gallia,14%,14-14%,39053
2019,ohio,Fulton,12%,11-12%,39051
2019,ohio,Franklin,13%,13-13%,39049
2019,ohio,Fayette,13%,13-13%,39047
2019,ohio,Fairfield,11%,11-12%,39045
2019,ohio,Erie,12%,12-12%,39043
2019,ohio,Delaware,10%,10-10%,39041
2019,ohio,Defiance,12%,12-13%,39039
2019,ohio,Darke,12%,12-13%,39037
2019,ohio,Cuyahoga,12%,12-12%,39035
2019,ohio,Crawford,13%,13-14%,39033
2019,ohio,Coshocton,13%,12-13%,39031
2019,ohio,Columbiana,13%,13-13%,39029
2019,ohio,Clinton,13%,12-13%,39027
2019,ohio,Clermont,12%,12-12%,39025
2019,ohio,Clark,13%,12-13%,39023
2019,ohio,Champaign,12%,12-12%,39021
2019,ohio,Carroll,13%,12-13%,39019
2019,ohio,Butler,12%,12-13%,39017
2019,ohio,Brown,13%,13-14%,39015
2019,ohio,Belmont,12%,12-13%,39013
2019,ohio,Auglaize,11%,11-12%,39011
2019,ohio,Athens,15%,15-16%,39009
2019,ohio,Ashtabula,13%,13-14%,39007
2019,ohio,Ashland,13%,12-13%,39005
2019,ohio,Allen,13%,13-13%,39003
2019,ohio,Adams,15%,14-15%,39001
2019,north-dakota,Williams,9%,9-9%,38105
2019,north-dakota,Wells,9%,9-9%,38103
2019,north-dakota,Ward,8%,8-9%,38101
2019,north-dakota,Walsh,10%,10-10%,38099
2019,north-dakota,Traill,9%,9-9%,38097
2019,north-dakota,Towner,10%,10-11%,38095
2019,north-dakota,Stutsman,9%,9-9%,38093
2019,north-dakota,Steele,9%,8-9%,38091
2019,north-dakota,Stark,8%,8-9%,38089
2019,north-dakota,Slope,9%,9-9%,38087
2019,north-dakota,Sioux,18%,18-19%,38085
2019,north-dakota,Sheridan,10%,10-11%,38083
2019,north-dakota,Sargent,9%,8-9%,38081
2019,north-dakota,Rolette,17%,16-17%,38079
2019,north-dakota,Richland,9%,9-9%,38077
2019,north-dakota,Renville,9%,9-9%,38075
2019,north-dakota,Ransom,9%,9-10%,38073
2019,north-dakota,Ramsey,9%,9-10%,38071
2019,north-dakota,Pierce,10%,10-11%,38069
2019,north-dakota,Pembina,9%,9-9%,38067
2019,north-dakota,Oliver,8%,8-9%,38065
2019,north-dakota,Nelson,9%,9-9%,38063
2019,north-dakota,Mountrail,10%,10-10%,38061
2019,north-dakota,Morton,9%,9-9%,38059
2019,north-dakota,Mercer,8%,8-9%,38057
2019,north-dakota,McLean,9%,9-9%,38055
2019,north-dakota,McKenzie,10%,9-10%,38053
2019,north-dakota,McIntosh,9%,9-10%,38051
2019,north-dakota,McHenry,9%,9-9%,38049
2019,north-dakota,Logan,9%,8-9%,38047
2019,north-dakota,LaMoure,9%,9-10%,38045
2019,north-dakota,Kidder,9%,9-9%,38043
2019,north-dakota,Hettinger,9%,9-10%,38041
2019,north-dakota,Griggs,9%,8-9%,38039
2019,north-dakota,Grant,10%,10-10%,38037
2019,north-dakota,Grand Forks,10%,10-10%,38035
2019,north-dakota,Golden Valley,10%,9-10%,38033
2019,north-dakota,Foster,9%,9-10%,38031
2019,north-dakota,Emmons,9%,9-10%,38029
2019,north-dakota,Eddy,10%,9-10%,38027
2019,north-dakota,Dunn,9%,9-9%,38025
2019,north-dakota,Divide,9%,9-9%,38023
2019,north-dakota,Dickey,9%,9-9%,38021
2019,north-dakota,Cavalier,8%,8-9%,38019
2019,north-dakota,Cass,9%,8-9%,38017
2019,north-dakota,Burleigh,9%,8-9%,38015
2019,north-dakota,Burke,10%,9-10%,38013
2019,north-dakota,Bowman,8%,8-9%,38011
2019,north-dakota,Bottineau,9%,9-9%,38009
2019,north-dakota,Billings,9%,8-9%,38007
2019,north-dakota,Benson,15%,15-16%,38005
2019,north-dakota,Barnes,9%,9-9%,38003
2019,north-dakota,Adams,9%,9-9%,38001
2019,north-carolina,Yancey,13%,13-14%,37199
2019,north-carolina,Yadkin,13%,13-14%,37197
2019,north-carolina,Wilson,13%,13-14%,37195
2019,north-carolina,Wilkes,14%,13-14%,37193
2019,north-carolina,Wayne,13%,13-14%,37191
2019,north-carolina,Watauga,14%,14-15%,37189
2019,north-carolina,Washington,14%,14-15%,37187
2019,north-carolina,Warren,15%,14-15%,37185
2019,north-carolina,Wake,11%,11-11%,37183
2019,north-carolina,Vance,15%,14-15%,37181
2019,north-carolina,Union,11%,11-11%,37179
2019,north-carolina,Tyrrell,14%,14-14%,37177
2019,north-carolina,Transylvania,12%,12-13%,37175
2019,north-carolina,Swain,16%,15-16%,37173
2019,north-carolina,Surry,13%,13-14%,37171
2019,north-carolina,Stokes,12%,12-13%,37169
2019,north-carolina,Stanly,12%,12-13%,37167
2019,north-carolina,Scotland,16%,15-16%,37165
